feature_code,name,type,date_code,smokes,type_of_tenure,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000036,City of Edinburgh,Local Authority,2015,Yes,All,All,All,All,16-34,13.8,22.7,18.2
S12000034,Aberdeenshire,Local Authority,2013,Yes,All,All,All,All,35-64,17.3,28.5,22.9
S92000003,Scotland,Scotland,2014,Yes,All,All,All,All,35-64,22.1,24.1,23.1
S12000013,Na h-Eileanan Siar,Local Authority,2016,Yes,All,All,All,All,16-64,18.4,32.7,25.6
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,All,All,All,16-34,20.6,40,30.3
S12000005,Clackmannanshire,Local Authority,2014,Yes,All,All,All,All,16-34,19.1,46.9,33
S12000035,Argyll and Bute,Local Authority,2015,Yes,All,All,All,All,35-64,18,31.1,24.6
S08000024,Lothian,NHS Health Board,2013,Yes,All,All,All,All,All,17.9,21.3,19.6
S12000042,Dundee City,Local Authority,2015,Yes,All,All,All,All,35-64,16.2,27.8,22
S12000026,Scottish Borders,Local Authority,2013,Yes,All,All,All,All,16-34,16.7,40.4,28.6
S12000019,Midlothian,Local Authority,2013,Yes,All,All,All,All,16-34,12.6,37.8,25.2
S92000003,Scotland,Scotland,2013,Yes,All,All,All,All,16-34,23.3,26.5,24.9
S12000021,North Ayrshire,Local Authority,2013,Yes,All,All,All,All,16-34,24.3,46.5,35.4
S12000042,Dundee City,Local Authority,2012,Yes,All,All,All,All,35-64,26.3,40.4,33.4
S12000045,East Dunbartonshire,Local Authority,2013,Yes,All,All,All,All,16-34,1.4,23.4,12.4
S12000018,Inverclyde,Local Authority,2013,Yes,All,All,All,All,16-64,20.7,33.6,27.1
S92000003,Scotland,Scotland,2012,Yes,All,All,All,All,16-34,24.5,27.7,26.1
S08000028,Western Isles,NHS Health Board,2015,Yes,All,All,All,All,All,17,26.2,21.6
S12000008,East Ayrshire,Local Authority,2014,Yes,All,All,All,All,16-34,14,34.7,24.3
S92000003,Scotland,Scotland,2013,Yes,All,All,All,All,35-64,23.8,26,24.9
S92000003,Scotland,Scotland,2012,Yes,All,All,All,All,35-64,25.7,27.8,26.8
S12000050,North Lanarkshire,Local Authority,2015,Yes,All,All,All,All,16-64,22.4,29.9,26.2
S12000014,Falkirk,Local Authority,2015,Yes,All,All,All,All,35-64,9.6,17.7,13.6
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,All,All,All,35-64,23.8,36.4,30.1
S12000010,East Lothian,Local Authority,2012,Yes,All,All,All,All,16-34,16.1,46.5,31.3
S12000036,City of Edinburgh,Local Authority,2013,Yes,All,All,All,All,16-34,16.2,24.3,20.3
S12000017,Highland,Local Authority,2015,Yes,All,All,All,All,35-64,18.4,27.1,22.7
S12000008,East Ayrshire,Local Authority,2012,Yes,All,All,All,All,35-64,20.8,34.4,27.6
S12000038,Renfrewshire,Local Authority,2012,Yes,All,All,All,All,35-64,26.2,38.4,32.3
S12000011,East Renfrewshire,Local Authority,2012,Yes,All,All,All,All,35-64,10.7,23.3,17
S12000010,East Lothian,Local Authority,2012,Yes,All,All,All,All,35-64,17.2,38.7,27.9
S12000041,Angus,Local Authority,2012,Yes,All,All,All,All,16-34,13.4,30.3,21.8
S12000010,East Lothian,Local Authority,2015,Yes,All,All,All,All,35-64,16.1,32,24.1
S12000049,Glasgow City,Local Authority,2013,Yes,All,All,All,All,All,25.7,30.5,28.1
S12000035,Argyll and Bute,Local Authority,2013,Yes,All,All,All,All,16-34,28.3,66.8,47.5
S12000026,Scottish Borders,Local Authority,2015,Yes,All,All,All,All,16-64,15,26.1,20.5
S12000045,East Dunbartonshire,Local Authority,2015,Yes,All,All,All,All,35-64,13.7,26.8,20.3
S12000014,Falkirk,Local Authority,2013,Yes,All,All,All,All,35-64,18.6,29.9,24.3
S08000020,Grampian,NHS Health Board,2014,Yes,All,All,All,All,35-64,19.1,24.9,22
S08000022,Highland,NHS Health Board,2012,Yes,All,All,All,All,35-64,22.7,30.8,26.8
S08000028,Western Isles,NHS Health Board,2013,Yes,All,All,All,All,35-64,20.5,36.2,28.3
S08000019,Forth Valley,NHS Health Board,2012,Yes,All,All,All,All,16-34,19.5,32.1,25.8
S08000025,Orkney,NHS Health Board,2012,Yes,All,All,All,All,35-64,10.9,22.4,16.6
S08000024,Lothian,NHS Health Board,2015,Yes,All,All,All,All,35-64,17.8,22.8,20.3
S08000019,Forth Valley,NHS Health Board,2015,Yes,All,All,All,All,16-34,14.4,25,19.7
S08000016,Borders,NHS Health Board,2014,Yes,All,All,All,All,16-34,7,23.9,15.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,All,All,16-34,15.2,21,18.1
S08000025,Orkney,NHS Health Board,2014,Yes,All,All,All,All,16-64,13.5,25,19.2
S08000015,Ayrshire and Arran,NHS Health Board,2014,Yes,All,All,All,All,16-64,22.2,28.2,25.2
S08000028,Western Isles,NHS Health Board,2015,Yes,All,All,All,All,16-64,18,29.2,23.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,Yes,All,All,All,All,65 and over,14.2,18.8,16.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,Yes,All,All,All,All,65 and over,12.3,16.9,14.6
S08000022,Highland,NHS Health Board,2014,Yes,All,All,All,All,16-64,21.2,28.1,24.6
S12000006,Dumfries and Galloway,Local Authority,2017,Yes,All,All,All,All,All,15.9,23.5,19.7
S08000019,Forth Valley,NHS Health Board,2014,Yes,All,All,All,All,16-34,21.6,35.1,28.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,Yes,All,All,All,All,65 and over,11.7,16.5,14.1
S08000020,Grampian,NHS Health Board,2013,Yes,All,All,All,All,16-64,22.4,28.4,25.4
S12000049,Glasgow City,Local Authority,2013,Yes,All,All,All,All,16-34,21.1,30,25.6
S12000049,Glasgow City,Local Authority,2014,Yes,All,All,All,All,16-34,18.5,26.4,22.5
S12000018,Inverclyde,Local Authority,2012,Yes,All,All,All,All,16-64,26.4,39.3,32.9
S12000049,Glasgow City,Local Authority,2015,Yes,All,All,All,All,35-64,25.6,32.2,28.9
S12000039,West Dunbartonshire,Local Authority,2012,Yes,All,All,All,All,16-64,31,44.6,37.8
S12000049,Glasgow City,Local Authority,2015,Yes,All,All,All,All,65 and over,12.4,20.7,16.6
S12000023,Orkney Islands,Local Authority,2013,Yes,All,All,All,All,16-64,15.8,32.1,24
S12000029,South Lanarkshire,Local Authority,2012,Yes,All,All,All,All,16-64,23.5,31.7,27.6
S12000049,Glasgow City,Local Authority,2012-2015,Yes,All,All,All,All,All,25.2,27.5,26.3
S92000003,Scotland,Scotland,2015,Yes,All,All,All,All,35-64,21.8,23.8,22.8
S12000049,Glasgow City,Local Authority,2016-2017,Yes,All,All,All,All,All,21.3,24.5,22.9
S12000023,Orkney Islands,Local Authority,2014,Yes,All,All,All,All,16-64,13.5,25,19.2
S12000005,Clackmannanshire,Local Authority,2012,Yes,All,All,All,All,16-64,22.3,36.3,29.3
S12000021,North Ayrshire,Local Authority,2014,Yes,All,All,All,All,16-64,21.9,31.9,26.9
S12000049,Glasgow City,Local Authority,2015,Yes,All,All,All,All,16-34,19.4,26.8,23.1
S12000036,City of Edinburgh,Local Authority,2012,Yes,All,All,All,All,16-64,20.2,26.1,23.1
S12000030,Stirling,Local Authority,2012,Yes,All,All,All,All,16-64,17,29.3,23.1
S12000049,Glasgow City,Local Authority,2012-2013,Yes,All,All,All,All,All,25.5,28.9,27.2
S12000038,Renfrewshire,Local Authority,2016-2017,Yes,All,All,All,All,All,16.2,21.2,18.7
S12000035,Argyll and Bute,Local Authority,2012,Yes,All,All,All,All,16-34,27.7,59.1,43.4
S12000050,North Lanarkshire,Local Authority,2016,Yes,All,All,All,All,35-64,20.3,28.5,24.4
S12000020,Moray,Local Authority,2015,Yes,All,All,All,All,16-64,21.6,32.8,27.2
S12000039,West Dunbartonshire,Local Authority,2015,Yes,All,All,All,All,16-64,23.4,33.2,28.3
S12000019,Midlothian,Local Authority,2013,Yes,All,All,All,All,16-64,16.5,29.3,22.9
S08000016,Borders,NHS Health Board,2015,Yes,All,All,All,All,All,13.7,22.3,18
S12000049,Glasgow City,Local Authority,2014-2015,Yes,All,All,All,All,All,23.8,27,25.4
S08000017,Dumfries and Galloway,NHS Health Board,2015,Yes,All,All,All,All,All,19.2,26.5,22.9
S12000048,Perth and Kinross,Local Authority,2017,Yes,All,All,All,All,16-64,7.3,15.8,11.6
S12000042,Dundee City,Local Authority,2016,Yes,All,All,All,All,65 and over,4.2,14.2,9.2
S12000041,Angus,Local Authority,2012,Yes,All,All,All,All,16-64,19.8,30.3,25
S12000019,Midlothian,Local Authority,2012,Yes,All,All,All,All,16-64,19.5,33.3,26.4
S12000026,Scottish Borders,Local Authority,2014,Yes,All,All,All,All,16-64,15.2,25.2,20.2
S08000016,Borders,NHS Health Board,2015,No,All,All,All,Limiting condition,All,63.8,83.5,73.7
S12000042,Dundee City,Local Authority,2016,Yes,All,All,All,Limiting condition,All,19.8,35.7,27.7
S12000011,East Renfrewshire,Local Authority,2017,Yes,All,All,All,Limiting condition,All,7.9,27.1,17.5
S12000047,Fife,Local Authority,2017,No,All,All,All,Limiting condition,All,74,83.8,78.9
S12000029,South Lanarkshire,Local Authority,2016,No,All,All,All,Limiting condition,All,70,82.3,76.1
S12000005,Clackmannanshire,Local Authority,2012,No,All,All,All,Limiting condition,All,51.3,70.6,60.9
S12000040,West Lothian,Local Authority,2014,Yes,All,All,All,Limiting condition,All,19.1,37.8,28.5
S12000035,Argyll and Bute,Local Authority,2016,Yes,All,All,All,Limiting condition,All,16.4,34.4,25.4
S12000027,Shetland Islands,Local Authority,2016,Yes,All,All,All,Limiting condition,All,10.8,29,19.9
S12000018,Inverclyde,Local Authority,2016,Yes,All,All,All,Limiting condition,All,19.9,40.5,30.2
S08000026,Shetland,NHS Health Board,2014,No,All,All,All,Limiting condition,All,65.2,88.6,76.9
S12000018,Inverclyde,Local Authority,2012,Yes,All,All,All,Limiting condition,All,24.3,42.8,33.5
S12000019,Midlothian,Local Authority,2013,Yes,All,All,All,Limiting condition,All,13.5,35.7,24.6
S12000040,West Lothian,Local Authority,2013,No,All,All,All,Limiting condition,All,59.8,79.4,69.6
S08000022,Highland,NHS Health Board,2016,No,All,All,All,Limiting condition,All,72.1,82.5,77.3
S12000026,Scottish Borders,Local Authority,2017,Yes,All,All,All,Limiting condition,All,16,40,28
S12000018,Inverclyde,Local Authority,2015,No,All,All,All,Limiting condition,All,59.2,77.4,68.3
S08000017,Dumfries and Galloway,NHS Health Board,2014,Yes,All,All,All,Limiting condition,All,18.7,32.7,25.7
S12000023,Orkney Islands,Local Authority,2014,Yes,All,All,All,Limiting condition,All,13.7,35,24.4
S12000050,North Lanarkshire,Local Authority,2016,Yes,All,All,All,Limiting condition,All,20.1,31.1,25.6
S12000026,Scottish Borders,Local Authority,2013,No,All,All,All,Limiting condition,All,68.7,85,76.8
S08000022,Highland,NHS Health Board,2019,No,All,All,All,Limiting condition,All,70.1,81.2,75.7
S08000015,Ayrshire and Arran,NHS Health Board,2015,Yes,All,All,All,Limiting condition,All,21.7,30,25.8
S12000041,Angus,Local Authority,2013,Yes,All,All,All,Limiting condition,All,14.8,34.3,24.5
S08000017,Dumfries and Galloway,NHS Health Board,2012,Yes,All,All,All,Limiting condition,All,16.1,26.5,21.3
S12000006,Dumfries and Galloway,Local Authority,2019,Yes,All,All,All,Limiting condition,All,17.4,30.9,24.2
S08000030,Tayside,NHS Health Board,2014,Yes,All,All,All,Limiting condition,All,22.8,32.7,27.7
S12000027,Shetland Islands,Local Authority,2019,No,All,All,All,Limiting condition,All,59.7,85.3,72.5
S12000036,City of Edinburgh,Local Authority,2015,Yes,All,All,All,Limiting condition,All,19.4,31.7,25.6
S12000028,South Ayrshire,Local Authority,2012,Yes,All,All,All,Limiting condition,All,12.1,31.7,21.9
S08000032,Lanarkshire,NHS Health Board,2017,Yes,All,All,All,Limiting condition,All,21,29.5,25.3
S08000015,Ayrshire and Arran,NHS Health Board,2015,No,All,All,All,Limiting condition,All,70,78.2,74.1
S12000033,Aberdeen City,Local Authority,2013,Yes,All,All,All,Limiting condition,All,23,37.5,30.3
S12000041,Angus,Local Authority,2016,Yes,All,All,All,Limiting condition,All,10.5,23.6,17.1
S08000024,Lothian,NHS Health Board,2013,No,All,All,All,Limiting condition,All,68.6,76.2,72.4
S12000026,Scottish Borders,Local Authority,2016,No,All,All,All,Limiting condition,All,66.9,85,75.9
S12000013,Na h-Eileanan Siar,Local Authority,2014,No,All,All,All,Limiting condition,All,69.7,88.4,79
S12000027,Shetland Islands,Local Authority,2015,Yes,All,All,All,Limiting condition,All,9.2,38,23.6
S12000048,Perth and Kinross,Local Authority,2014,Yes,All,All,All,Limiting condition,All,9.8,25.2,17.5
S12000027,Shetland Islands,Local Authority,2013,No,All,All,All,Limiting condition,All,67.1,86.3,76.7
S12000014,Falkirk,Local Authority,2013,Yes,All,All,All,Limiting condition,All,20.4,36.4,28.4
S12000029,South Lanarkshire,Local Authority,2017,Yes,All,All,All,Limiting condition,All,13.9,24.5,19.2
S08000032,Lanarkshire,NHS Health Board,2013,Yes,All,All,All,Limiting condition,All,24.5,33.2,28.8
S12000028,South Ayrshire,Local Authority,2016,No,All,All,All,Limiting condition,All,70.6,86,78.3
S08000025,Orkney,NHS Health Board,2013,Yes,All,All,All,Limiting condition,All,7.7,21.1,14.4
S12000029,South Lanarkshire,Local Authority,2012,No,All,All,All,Limiting condition,All,62.7,75.2,68.9
S12000042,Dundee City,Local Authority,2019,Yes,All,All,All,Limiting condition,All,13.4,27,20.2
S12000036,City of Edinburgh,Local Authority,2018-2019,Yes,All,All,All,All,All,13.9,16.7,15.3
S12000035,Argyll and Bute,Local Authority,2018-2019,Yes,All,All,All,All,All,12.6,18,15.3
S92000003,Scotland,Scotland,2018-2019,Yes,All,All,All,All,All,17.2,18.1,17.6
S12000034,Aberdeenshire,Local Authority,2018-2019,Yes,All,All,All,All,All,14,18.2,16.1
S12000042,Dundee City,Local Authority,2018-2019,Yes,All,All,All,All,All,16.4,22.5,19.5
S12000045,East Dunbartonshire,Local Authority,2018-2019,Yes,All,All,All,All,All,5.8,10.1,7.9
S12000006,Dumfries and Galloway,Local Authority,2018-2019,Yes,All,All,All,All,All,16.5,21.5,19
S12000005,Clackmannanshire,Local Authority,2018-2019,Yes,All,All,All,All,All,17.4,24.7,21.1
S12000050,North Lanarkshire,Local Authority,2018-2019,Yes,All,All,All,All,All,18.5,22.7,20.6
S12000049,Glasgow City,Local Authority,2018-2019,Yes,All,All,All,All,All,19.3,22.5,20.9
S12000021,North Ayrshire,Local Authority,2018-2019,Yes,All,All,All,All,All,16.9,22.9,19.9
S12000005,Clackmannanshire,Local Authority,2018,Yes,All,All,All,All,All,12.9,21.7,17.3
S12000033,Aberdeen City,Local Authority,2018-2019,Yes,All,All,All,All,All,13.6,18,15.8
S12000018,Inverclyde,Local Authority,2018,Yes,All,All,All,All,All,15.6,25.5,20.6
S92000003,Scotland,Scotland,2019,No,All,All,All,Limiting condition,All,73.8,76.5,75.2
S12000021,North Ayrshire,Local Authority,2016,Yes,All,All,All,Limiting condition,All,31.7,48.6,40.1
S12000049,Glasgow City,Local Authority,2013,Yes,All,All,All,Limiting condition,All,33.6,42.5,38
S12000018,Inverclyde,Local Authority,2013,Yes,All,All,All,Limiting condition,All,21.9,43.2,32.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,Yes,All,All,All,Limiting condition,All,30,36.1,33.1
S12000030,Stirling,Local Authority,2014,Yes,All,All,All,Limiting condition,All,10.6,40.2,25.4
S08000029,Fife,NHS Health Board,2016,Yes,All,All,All,Limiting condition,All,18.5,28.9,23.7
S12000040,West Lothian,Local Authority,2017,Yes,All,All,All,Limiting condition,All,25.5,47.5,36.5
S08000022,Highland,NHS Health Board,2016,Yes,All,All,All,Limiting condition,All,17.5,28,22.7
S12000034,Aberdeenshire,Local Authority,2015,Yes,All,All,All,Limiting condition,All,15.6,30.7,23.2
S12000028,South Ayrshire,Local Authority,2019,No,All,All,All,Limiting condition,All,72.6,86.5,79.5
S12000036,City of Edinburgh,Local Authority,2013,Yes,All,All,All,Limiting condition,All,22.5,32.3,27.4
S08000030,Tayside,NHS Health Board,2016,Yes,All,All,All,Limiting condition,All,18.8,27.8,23.3
S12000035,Argyll and Bute,Local Authority,2017,Yes,All,All,All,Limiting condition,All,12.6,27.1,19.8
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,Limiting condition,All,56.8,78.1,67.4
S12000008,East Ayrshire,Local Authority,2016,Yes,All,All,All,Limiting condition,All,17.8,32.8,25.3
S12000034,Aberdeenshire,Local Authority,2015,No,All,All,All,Limiting condition,All,69.3,84.4,76.9
S12000034,Aberdeenshire,Local Authority,2019,Yes,All,All,All,Limiting condition,All,13.4,26.4,19.9
S12000040,West Lothian,Local Authority,2015,No,All,All,All,Limiting condition,All,64.9,83.3,74.1
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,All,All,All,Limiting condition,All,70.7,80.1,75.4
S12000030,Stirling,Local Authority,2019,Yes,All,All,All,Limiting condition,All,14.9,32.7,23.8
S12000011,East Renfrewshire,Local Authority,2013,Yes,All,All,All,Limiting condition,All,2.2,12.6,7.4
S12000018,Inverclyde,Local Authority,2017,No,All,All,All,Limiting condition,All,58.2,76.5,67.4
S12000011,East Renfrewshire,Local Authority,2012,Yes,All,All,All,Limiting condition,All,9.5,25.4,17.5
S12000038,Renfrewshire,Local Authority,2014,Yes,All,All,All,Limiting condition,All,21.1,38,29.6
S12000049,Glasgow City,Local Authority,2015,No,All,All,All,Limiting condition,All,62.3,71.1,66.7
S12000013,Na h-Eileanan Siar,Local Authority,2012,Yes,All,All,All,Limiting condition,All,12.7,29.9,21.3
S12000023,Orkney Islands,Local Authority,2019,No,All,All,All,Limiting condition,All,79.1,99.2,89.1
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,Limiting condition,All,43.6,71.9,57.7
S08000019,Forth Valley,NHS Health Board,2014,No,All,All,All,Limiting condition,All,62,75.5,68.8
S08000030,Tayside,NHS Health Board,2014,No,All,All,All,Limiting condition,All,67.3,77.2,72.3
S12000008,East Ayrshire,Local Authority,2017,No,All,All,All,Limiting condition,All,60.6,79.5,70.1
S08000024,Lothian,NHS Health Board,2019,No,All,All,All,Limiting condition,All,69.6,77.1,73.4
S12000020,Moray,Local Authority,2017,No,All,All,All,Limiting condition,All,70.9,87,79
S08000025,Orkney,NHS Health Board,2014,No,All,All,All,Limiting condition,All,65,86.3,75.7
S12000008,East Ayrshire,Local Authority,2016,No,All,All,All,Limiting condition,All,67.2,82.3,74.7
S12000013,Na h-Eileanan Siar,Local Authority,2017,No,All,All,All,Limiting condition,All,73.5,87.8,80.6
S08000022,Highland,NHS Health Board,2014,No,All,All,All,Limiting condition,All,77.9,87,82.4
S08000024,Lothian,NHS Health Board,2014,No,All,All,All,Limiting condition,All,65.6,74.2,69.9
S12000020,Moray,Local Authority,2017,Yes,All,All,All,Limiting condition,All,13,29.1,21.1
S12000050,North Lanarkshire,Local Authority,2013,Yes,All,All,All,Limiting condition,All,23.2,34.4,28.8
S12000006,Dumfries and Galloway,Local Authority,2017,Yes,All,All,All,Limiting condition,All,13.1,26.3,19.7
S12000026,Scottish Borders,Local Authority,2014,Yes,All,All,All,Limiting condition,All,14.8,31.5,23.1
S12000014,Falkirk,Local Authority,2014,Yes,All,All,All,Limiting condition,All,19.6,37.6,28.6
S08000029,Fife,NHS Health Board,2014,Yes,All,All,All,Limiting condition,All,17.6,27.5,22.5
S08000026,Shetland,NHS Health Board,2012,Yes,All,All,All,Limiting condition,All,7.1,27.1,17.1
S08000028,Western Isles,NHS Health Board,2012,Yes,All,All,All,Limiting condition,All,12.7,29.9,21.3
S12000039,West Dunbartonshire,Local Authority,2014,Yes,All,All,All,Limiting condition,All,17.9,36.2,27.1
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,All,Limiting condition,All,67.3,81.3,74.3
S08000028,Western Isles,NHS Health Board,2014,No,All,All,All,Limiting condition,All,69.7,88.4,79
S12000033,Aberdeen City,Local Authority,2015,Yes,All,All,All,Limiting condition,All,20.2,35.5,27.8
S12000020,Moray,Local Authority,2019,No,All,All,All,Limiting condition,All,60.1,84.3,72.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,Yes,All,All,All,Limiting condition,All,27,33.2,30.1
S12000026,Scottish Borders,Local Authority,2013,Yes,All,All,All,Limiting condition,All,13.8,30.9,22.3
S92000003,Scotland,Scotland,2015,Yes,All,All,All,Limiting condition,All,25.8,28.7,27.2
S08000032,Lanarkshire,NHS Health Board,2013,No,All,All,All,Limiting condition,All,66.8,75.5,71.2
S12000035,Argyll and Bute,Local Authority,2015,Yes,All,All,All,Limiting condition,All,15.2,33.3,24.3
S12000029,South Lanarkshire,Local Authority,2014,No,All,All,All,Limiting condition,All,71.7,83.8,77.8
S12000019,Midlothian,Local Authority,2012,No,All,All,All,Limiting condition,All,57.4,85,71.2
S12000026,Scottish Borders,Local Authority,2019,Yes,All,All,All,Limiting condition,All,20.4,41.3,30.8
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,Limiting condition,All,57.5,66.2,61.9
S08000020,Grampian,NHS Health Board,2015,No,All,All,All,Limiting condition,All,70.6,80,75.3
S12000023,Orkney Islands,Local Authority,2014,No,All,All,All,Limiting condition,All,65,86.3,75.7
S12000014,Falkirk,Local Authority,2018,No,All,All,All,Limiting condition,All,68.5,85.4,77
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,All,Limiting condition,All,77.8,91.8,84.8
S12000041,Angus,Local Authority,2012,No,All,All,All,Limiting condition,All,64.5,80.7,72.6
S12000035,Argyll and Bute,Local Authority,2019,Yes,All,All,All,Limiting condition,All,17.8,32.6,25.2
S12000017,Highland,Local Authority,2016,Yes,All,All,All,Limiting condition,All,15.4,28.1,21.7
S12000008,East Ayrshire,Local Authority,2019,Yes,All,All,All,Limiting condition,All,16,29.9,22.9
S12000005,Clackmannanshire,Local Authority,2019,Yes,All,All,All,Limiting condition,All,17.5,39.8,28.6
S12000033,Aberdeen City,Local Authority,2014,Yes,All,All,All,Limiting condition,All,19.3,33.5,26.4
S12000013,Na h-Eileanan Siar,Local Authority,2017,Yes,All,All,All,Limiting condition,All,12.3,26.5,19.4
S12000041,Angus,Local Authority,2017,Yes,All,All,All,Limiting condition,All,13,26.9,19.9
S08000025,Orkney,NHS Health Board,2013,No,All,All,All,Limiting condition,All,78.9,92.3,85.6
S12000017,Highland,Local Authority,2013,Yes,All,All,All,Limiting condition,All,17.6,31.3,24.4
S12000017,Highland,Local Authority,2014,Yes,All,All,All,Limiting condition,All,10.9,21.8,16.3
